element	sp_num	ritz_wl_vac(A)	Aki(s^-1)	fik	Acc	Type	
Na	4	"2431.0"	"6.35e+04"	"7.88e-05"	C		
Na	1	"2434.50328"	"3.87e+03"	"6.88e-06"	C+'		
Na	1	"2434.50535"	"3.87e+03"	"3.44e-06"	C+'		
Na	1	"2437.33241"	"4.64e+03"	"8.26e-06"	C+'		
Na	1	"2437.33496"	"4.64e+03"	"4.13e-06"	C+'		
Na	4	"2440.0"	"3.77e+03"	"3.37e-06"	D		
Na	1	"2440.74911"	"5.6e+03"	"1.0e-05"	C+'		
Na	1	"2440.75220"	"5.6e+03"	"5.0e-06"	C+'		
Na	4	"2440.8"	"8.68e+06"	"4.65e-03"	B		
Na	7	"2443"	"1.29e+05"	"1.15e-04"	D		
Na	1	"2444.92889"	"6.8e+03"	"1.2e-05"	C+'		
Na	1	"2444.93266"	"6.8e+03"	"6.1e-06"	C+'		
Na	1	"2450.11853"	"8.6e+03"	"1.5e-05"	C+'		
Na	1	"2450.12327"	"8.6e+03"	"7.7e-06"	C+'		
Na	7	"2453"	"9.39e+05"	"6.35e-04"	C		
Na	1	"2456.67385"	"1.12e+04"	"2.03e-05"	C+'		
Na	1	"2456.67989"	"1.12e+04"	"1.01e-05"	C+'		
Na	7	"2459"	"6.74e+07"	"9.17e-02"	B+		
Na	3	"2460.053"	"2.80e+08"	"3.81e-01"	A		
Na	8	"2464"	"6.26e+07"	"1.90e-02"	C+		
Na	1	"2465.12386"	"1.44e+04"	"2.62e-05"	C+'		
Na	1	"2465.13176"	"1.44e+04"	"1.31e-05"	C+'		
Na	3	"2469.601"	"2.13e+08"	"3.89e-01"	A		
K	6	"2473.31"	"1.4e-01"	""	D	E2	
Na	3	"2475.479"	"1.38e+08"	"8.46e-02"	A		
Na	1	"2476.28358"	"1.94e+04"	"3.57e-05"	C+'		
Na	1	"2476.29413"	"1.94e+04"	"1.78e-05"	C+'		
Na	7	"2480"	"4.70e+06"	"4.33e-03"	C+		
Na	7	"2480"	"7.04e+07"	"8.66e-02"	B+		
Na	7	"2484"	"9.32e+07"	"1.15e-01"	B+		
Na	8	"2486"	"6.10e+07"	"5.65e-02"	B		
Na	9	"2489"	"8.40e+07"	"1.56e-01"	A+		
Na	1	"2491.46406"	"1.89e+04"	"3.52e-05"	D+		
Na	1	"2491.47852"	"1.89e+04"	"1.76e-05"	D+		
Na	2	"2493.900"	"4.15e+08"	"1.29e-01"	A		
Na	3	"2497.768"	"1.99e+08"	"1.86e-01"	A		
Na	2	"2503.592"	"1.2e+07"	"1.1e-02"	E		
Na	2	"2507.057"	"2.7e+07"	"2.6e-02"	C+		
Na	6	"2508"	"3.59e+07"	"2.03e-02"	C		
Na	6	"2508"	"6.45e+07"	"6.08e-02"	C+		
Na	3	"2511.020"	"2.19e+08"	"1.03e-01"	A		
Na	7	"2512"	"1.80e+06"	"1.70e-03"	C		
Na	7	"2512"	"1.62e+07"	"1.02e-02"	B		
Na	8	"2513"	"6.78e+07"	"1.07e-01"	B+		
Na	1	"2512.89050"	"3.20e+04"	"6.05e-05"	D+		
Na	1	"2512.91140"	"3.10e+04"	"2.93e-05"	C		
Na	4	"2513.6"	"2.90e+07"	"4.58e-02"	B		
Na	7	"2514"	"6.00e+06"	"5.68e-03"	B		
Na	7	"2514"	"8.37e+07"	"1.19e-01"	B+		
K	5	"2515.21"	"5.1e-04"	""	D	E2	
K	5	"2515.21"	"2.4e+00"	""	C	M1	
Na	2	"2516.214"	"2.25e+07"	"3.57e-02"	C+		
Na	8	"2516"	"4.99e+07"	"1.42e-01"	B		
Na	8	"2520"	"8.93e+07"	"1.19e-01"	B+		
Na	7	"2523"	"7.64e+04"	"7.29e-05"	D		
Na	7	"2523"	"1.52e+06"	"1.09e-03"	C		
Na	2	"2526.409"	"2.78e+05"	"4.43e-04"	D		
Na	8	"2527"	"5.81e+07"	"9.26e-02"	B+		
Na	3	"2531.007"	"3.65e+07"	"3.51e-02"	B+		
Na	2	"2532.301"	"8.44e+07"	"2.70e-02"	C+		
Na	9	"2537"	"7.93e+07"	"7.65e-02"	A		
Na	7	"2538"	"4.22e+06"	"4.08e-03"	C		
Na	7	"2538"	"2.11e+06"	"1.02e-03"	C		
Na	7	"2538"	"5.28e+06"	"5.10e-03"	C+		
Na	7	"2538"	"1.06e+06"	"2.04e-03"	C		
Na	7	"2542"	"1.73e+07"	"8.38e-03"	B		
Na	3	"2543.562"	"3.39e+07"	"3.28e-02"	B+		
Na	1	"2544.6044"	"4.46e+04"	"8.65e-05"	C+		
Na	1	"2544.6361"	"4.35e+04"	"4.22e-05"	C+		
K	3	"2550.78"	"1.58e+08"	"1.03e-01"			
Na	3	"2554.312"	"5.52e+07"	"8.10e-02"	A		
Na	8	"2554"	"3.61e+06"	"2.12e-03"	C		
Na	3	"2564.072"	"7.92e+07"	"1.56e-01"	A		
Na	8	"2568"	"3.53e+07"	"3.49e-02"	B		
Na	6	"2569.6"	"3.38e+00"	""	A	E2	
Na	7	"2577"	"1.51e+06"	"9.99e-04"	C		
Na	6	"2585"	"1.03e+08"	"1.44e-01"	B		
Na	2	"2587.081"	"5.80e+07"	"5.82e-02"	C		
Na	3	"2593.553"	"4.70e+03"	"2.37e-06"	E		
Na	1	"2594.6442"	"8.13e+04"	"1.64e-04"	B		
Na	1	"2594.6947"	"7.96e+04"	"8.03e-05"	C+		
Na	2	"2595.735"	"3.71e+07"	"3.74e-02"	B		
Na	4	"2598.2"	"1.28e-02"	""	C	M1	
Na	4	"2599.2"	"1.28e+06"	"7.79e-04"	C		
Na	4	"2599.6"	"2.25e-03"	""	C	M1	
Na	2	"2601.101"	"4.9e+05"	"8.2e-04"	E		
Na	4	"2601.5"	"3.72e+06"	"3.77e-03"	C		
Na	4	"2601.9"	"7.87e+05"	"5.71e-04"	C		
Na	4	"2603.6"	"3.32e+06"	"3.37e-03"	C		
Na	4	"2605.8"	"7.41e+05"	"1.26e-03"	C		
Na	3	"2609.640"	"6.96e+04"	"7.10e-05"	D+		
Na	4	"2609.9"	"4.51e+06"	"4.60e-03"	C+		
Na	4	"2611.6"	"5.61e+05"	"8.03e-04"	C		
Na	2	"2612.591"	"2.2e+08"	"3.7e-01"	E		
Na	4	"2618.60"	"5.08e+04"	"8.70e-05"	D+		
Na	4	"2623.08"	"2.45e+04"	"2.52e-05"	D+		
Na	8	"2627"	"1.98e+07"	"2.05e-02"	B		
K	3	"2635.89"	"1.29e+08"	"1.34e-01"			
Na	3	"2638.240"	"2.15e+06"	"3.37e-03"	B		
Na	7	"2645"	"6.51e+05"	"6.83e-04"	C		
Na	7	"2645"	"1.37e+07"	"9.56e-03"	B		
Na	2	"2661.789"	"1.65e+08"	"2.92e-01"	B+		
Na	3	"2665.988"	"3.11e+04"	"3.31e-05"	D+		
Na	10	"2671.4"	"2.07e+08"	"3.69e-01"	A		
Na	10	"2671.4"	"2.07e+08"	"2.22e-01"	A		
Na	10	"2671.4"	"2.07e+08"	"7.39e-02"	A		
Na	2	"2672.623"	"2.64e+08"	"2.82e-01"	B+		
Na	7	"2679"	"1.25e+07"	"1.01e-02"	B		
Na	2	"2678.881"	"3.01e+08"	"1.08e-01"	B		
Na	1	"2681.1369"	"1.84e+05"	"3.98e-04"	B+		
Na	1	"2681.2297"	"1.81e+05"	"1.96e-04"	B		
Na	3	"2682.989"	"6.73e+05"	"1.45e-03"	C+		
Na	5	"2687"	"7.44e+05"	"8.05e-04"	D		
Na	5	"2687"	"3.03e+04"	"2.46e-05"	E		
Na	8	"2687"	"2.05e+06"	"1.33e-03"	D+		
K	3	"2690.75"	"7.48e+07"	"1.62e-01"			
Na	7	"2709"	"4.02e+07"	"2.21e-02"	B		
K	4	"2711.89"	"1.04e+01"	""	C	M1	
Na	10	"2712.6"	"2.11e+08"	"6.99e-01"	A		
Na	4	"2717.8"	"3.31e+05"	"6.12e-04"	D+		
Na	5	"2722"	"2.19e+04"	"3.24e-05"	E		
Na	5	"2722"	"5.91e+05"	"6.56e-04"	D		
Na	7	"2730"	"3.93e+07"	"4.39e-02"	B+		
Na	7	"2733"	"1.59e+06"	"1.78e-03"	C		
Na	5	"2738"	"1.98e+06"	"3.33e-03"	D+		
Na	5	"2738"	"1.41e+05"	"1.58e-04"	E		
Na	3	"2741.2"	"1.28e+07"	"2.16e-02"	D		
Na	3	"2764.4"	"1.04e+07"	"2.38e-02"	E		
Na	8	"2765"	"4.31e+07"	"8.23e-02"	B+		
Na	7	"2765"	"6.14e+05"	"3.52e-04"	D+		
Na	3	"2767.6"	"2.07e+06"	"2.38e-03"	E		
Na	7	"2770"	"3.76e+07"	"6.49e-02"	B+		
Na	5	"2774"	"2.03e+06"	"3.13e-03"	D+		
Na	7	"2778"	"5.93e+07"	"9.14e-02"	B+		
K	2	"2778.704"	"2.82e+07"	"5.44e-02"			
Na	7	"2784"	"3.92e+06"	"4.56e-03"	B		
Na	7	"2784"	"5.50e+07"	"9.58e-02"	B+		
Na	3	"2790.133"	"2.12e+07"	"1.24e-02"	E		
Na	7	"2791"	"2.98e+05"	"6.97e-04"	D+		
Na	2	"2800.042"	"2.64e+06"	"2.21e-03"	D+		
K	3	"2801.22"	"4.97e+06"	"5.85e-03"			
Na	4	"2804.56"	"3.33e+00"	""	B+	E2	
Na	2	"2809.533"	"1.5e+07"	"1.8e-02"	E		
Na	2	"2810.347"	"5.95e+07"	"4.23e-02"	A		
Na	2	"2812.671"	"1.01e+06"	"8.56e-04"	D+		
Na	2	"2814.734"	"6.9e+06"	"4.9e-03"	E		
Na	2	"2819.115"	"1.2e+07"	"8.9e-03"	E		
Na	7	"2825"	"1.15e+06"	"1.38e-03"	C		
Na	10	"2828.6"	"2.46e+08"	"1.77e-01"	A		
Na	10	"2828.6"	"1.48e+08"	"1.77e-01"	A		
Na	10	"2828.6"	"4.92e+07"	"1.77e-01"	A		
Na	2	"2830.699"	"3.36e+07"	"4.04e-02"	B		
Na	7	"2830"	"2.91e+05"	"3.50e-04"	C		
Na	4	"2832.25"	"3.80e+04"	"5.87e-05"	D		
Na	10	"2832.9"	"4.19e+08"	"1.68e-01"	A		
Na	3	"2834.367"	"4.05e+07"	"4.88e-02"	D		
Na	7	"2837"	"5.79e+06"	"5.24e-03"	B		
Na	2	"2840.399"	"5.1e+07"	"8.6e-02"	E		
Na	2	"2842.556"	"8.92e+07"	"1.08e-01"	A		
Na	2	"2843.607"	"5.23e+05"	"6.34e-04"	D		
Na	4	"2843.66"	"3.86e+03"	"4.68e-06"	E		
Na	4	"2845.64"	"3.21e+04"	"5.45e-05"	D		
Na	4	"2852.55"	"1.03e+02"	"8.94e-08"	E		
Na	1	"2853.6492"	"5.38e+05"	"1.31e-03"	B+		
Na	1	"2853.8503"	"5.31e+05"	"6.48e-04"	B+		
Na	4	"2854.54"	"2.88e+03"	"3.52e-06"	E		
Na	4	"2857.28"	"3.11e+04"	"6.34e-05"	D		
Na	2	"2857.347"	"6.2e+07"	"7.5e-02"	E		
Na	2	"2860.326"	"2.19e+07"	"1.61e-02"	B		
Na	2	"2861.861"	"8.0e+06"	"9.8e-03"	E		
Na	3	"2869.091"	"4.88e+07"	"6.02e-02"	D+		
Na	7	"2872"	"1.91e+06"	"3.55e-03"	C+		
Na	2	"2872.120"	"2.75e+07"	"3.40e-02"	B+		
Na	6	"2873.3"	"4.17e-01"	""	B+	M1	
Na	2	"2873.800"	"2.63e+07"	"5.43e-02"	C+		
K	3	"2878.24"	"4.05e+06"	"3.35e-03"			
Na	2	"2881.994"	"2.50e+08"	"1.04e-01"	A		
Na	2	"2887.105"	"1.07e+08"	"2.24e-01"	B+		
Na	2	"2894.803"	"1.48e+08"	"6.18e-02"	B		
Na	7	"2900"	"3.10e+05"	"3.91e-04"	D+		
Na	2	"2901.993"	"1.1e+08"	"1.4e-01"	E		
K	3	"2904.21"	"1.33e+07"	"2.52e-02"			
Na	2	"2905.560"	"1.0e+07"	"9.4e-03"	E		
Na	2	"2905.769"	"7.30e+07"	"1.54e-01"	A		
Na	4	"2910.2"	"1.11e+07"	"1.41e-02"	C+		
Na	3	"2915.886"	"9.30e+06"	"2.37e-02"	E		
Na	2	"2918.375"	"7.92e+07"	"1.01e-01"	B+		
Na	2	"2919.905"	"1.6e+08"	"1.5e-01"	E		
Na	2	"2920.704"	"1.33e+08"	"1.02e-01"	C		
Na	2	"2921.799"	"6.66e+07"	"2.56e-01"	A		
Na	2	"2924.340"	"1.41e+07"	"1.80e-02"	B		
K	1	"2928.3875"	"8.15e+02"	"2.10e-06"	C+		
K	1	"2928.4268"	"4.69e+02"	"6.04e-07"	C+		
Na	2	"2931.739"	"9.83e+07"	"7.60e-02"	B+		
Na	2	"2934.936"	"2.8e+07"	"5.0e-02"	E		
Na	2	"2938.585"	"1.3e+08"	"1.7e-01"	E		
K	3	"2939.31"	"4.24e+07"	"5.49e-02"			
Na	2	"2943.516"	"1.0e+07"	"8.1e-03"	E		
K	1	"2943.5300"	"1.13e+03"	"2.93e-06"	C+		
K	1	"2943.5827"	"6.82e+02"	"8.9e-07"	C+		
Na	5	"2944"	"1.50e+06"	"1.30e-03"	D		
Na	5	"2944"	"1.40e+07"	"1.82e-02"	C		
Na	5	"2944"	"1.00e+06"	"1.95e-03"	D		
Na	5	"2944"	"1.35e+07"	"1.75e-02"	C		
Na	2	"2946.560"	"2.8e+07"	"3.6e-02"	E		
Na	2	"2948.306"	"7.1e+07"	"5.5e-02"	C		
Na	2	"2952.097"	"4.33e+08"	"7.27e-01"	A		
Na	2	"2953.259"	"1.8e+07"	"2.3e-02"	E		
K	3	"2955.18"	"3.00e+07"	"1.96e-02"			
Na	4	"2957.8"	"1.84e+07"	"3.38e-02"	B		
Na	2	"2960.979"	"5.60e+07"	"7.36e-02"	B+		
K	1	"2964.0758"	"1.73e+03"	"4.55e-06"	C+		
K	1	"2964.1488"	"1.10e+03"	"1.45e-06"	C+		
Na	7	"2966"	"1.45e+06"	"3.82e-03"	C		
Na	2	"2966.612"	"4.6e+05"	"6.1e-04"	E		
Na	2	"2971.594"	"1.03e+07"	"1.92e-02"	B		
Na	6	"2972.5"	"1.13e+00"	""	B+	M1	
Na	2	"2975.106"	"2.02e+07"	"2.68e-02"	C+		
Na	2	"2975.858"	"6.47e+07"	"2.58e-01"	B+		
Na	2	"2977.997"	"1.2e+08"	"1.5e-01"	E		
Na	2	"2980.529"	"2.0e+08"	"3.6e-01"	E		
Na	2	"2981.494"	"3.30e+05"	"3.14e-04"	D		
Na	2	"2985.044"	"1.74e+07"	"3.87e-02"	B		
Na	2	"2985.061"	"2.4e+08"	"5.3e-01"	E		
K	3	"2987.08"	"1.18e+08"	"1.58e-01"			
K	1	"2992.9905"	"3.16e+03"	"8.50e-06"	C+		
K	1	"2993.0952"	"2.12e+03"	"2.85e-06"	C+		
K	3	"2993.30"	"2.51e+08"	"4.50e-01"			
Na	2	"3000.204"	"5.7e+05"	"1.0e-03"	E		
Na	2	"3005.027"	"1.7e+07"	"2.4e-02"	E		
Na	2	"3008.322"	"1.68e+07"	"1.37e-02"	B+		
Na	3	"3009.08"	"3.31e+04"	"2.25e-05"	E		
Na	2	"3010.020"	"3.0e+07"	"4.0e-02"	D		
Na	8	"3011"	"5.10e+07"	"9.71e-02"	B+		
Na	2	"3016.278"	"1.51e+07"	"2.06e-02"	C+		
Na	8	"3018"	"1.39e+07"	"6.34e-03"	C		
Na	7	"3020"	"7.36e+05"	"1.51e-03"	C		
Na	2	"3023.231"	"6.91e+05"	"1.58e-03"	D+		
K	3	"3024.31"	"2.13e+08"	"2.92e-01"			
Na	2	"3024.893"	"2.3e+06"	"1.9e-03"	E		
Na	8	"3027"	"2.47e+05"	"5.66e-04"	C		
Na	3	"3027.74"	"6.49e-02"	""	D+	M1	
Na	3	"3028.44"	"6.03e-01"	""	C	M1	
Na	8	"3030"	"1.22e+05"	"1.69e-04"	D+		
Na	2	"3029.952"	"9.9e+07"	"8.1e-02"	E		
Na	2	"3030.198"	"6.32e+06"	"5.22e-03"	C		
K	1	"3035.6452"	"6.74e+03"	"1.86e-05"	B		
K	1	"3035.8040"	"4.78e+03"	"6.60e-06"	C+		
Na	3	"3037.82"	"4.52e+03"	"6.25e-06"	E		
Na	2	"3037.959"	"2.55e+08"	"5.88e-01"	B+		
Na	2	"3043.339"	"7.49e+05"	"1.04e-03"	D		
Na	2	"3046.483"	"6.92e+07"	"3.21e-02"	C+		
K	2	"3048.009"	"1.92e+07"	"1.91e-02"			
Na	8	"3051"	"3.37e+06"	"4.70e-03"	C		
Na	2	"3051.095"	"1.3e+08"	"5.6e-01"	E		
K	3	"3052.90"	"1.85e+08"	"3.88e-01"			
Na	2	"3054.553"	"3.0e+08"	"5.9e-01"	E		
Na	2	"3056.242"	"8.8e+06"	"3.7e-02"	E		
Na	2	"3057.048"	"7.46e+07"	"1.05e-01"	A		
K	3	"3057.73"	"1.18e+08"	"3.31e-01"			
Na	2	"3058.264"	"4.51e+07"	"6.32e-02"	B+		
Na	2	"3059.604"	"2.18e+07"	"1.84e-02"	C+		
K	3	"3062.14"	"1.31e+08"	"9.21e-02"			
Na	2	"3062.240"	"1.0e+08"	"1.4e-01"	E		
K	2	"3063.031"	"8.82e+08"	"2.07e+00"			
Na	2	"3065.265"	"7.62e+06"	"1.79e-02"	C		
Na	2	"3067.425"	"3.74e+07"	"5.27e-02"	B		
Na	3	"3071.46"	"5.37e+03"	"1.14e-05"	E		
Na	2	"3071.715"	"8.7e+06"	"7.4e-03"	C		
Na	2	"3075.226"	"1.4e+08"	"2.8e-01"	E		
K	2	"3075.910"	"4.30e+07"	"6.10e-02"			
Na	2	"3079.214"	"1.17e+08"	"1.66e-01"	A		
Na	2	"3079.232"	"3.6e+05"	"5.1e-04"	E		
Na	2	"3079.642"	"3.59e+06"	"5.10e-03"	D+		
Na	2	"3081.146"	"2.81e+08"	"6.67e-01"	B+		
Na	2	"3087.953"	"1.66e+07"	"7.90e-03"	C		
Na	2	"3093.629"	"2.09e+08"	"4.21e-01"	A		
Na	2	"3095.348"	"1.1e+06"	"1.6e-03"	E		
Na	2	"3096.445"	"3.97e+05"	"9.51e-04"	D+		
K	1	"3102.689"	"1.62e+04"	"4.66e-05"	B+		
K	1	"3102.946"	"1.22e+04"	"1.76e-05"	C+		
Na	8	"3104"	"2.59e+07"	"1.12e-01"	B		
Na	2	"3105.301"	"5.63e+07"	"2.71e-02"	C+		
K	2	"3105.899"	"4.97e+08"	"7.19e-01"			
Na	3	"3107.02"	"2.48e+04"	"3.59e-05"	C		
Na	3	"3111.23"	"2.60e-01"	""	C	M1	
Na	8	"3112"	"3.17e+06"	"7.68e-03"	C		
Na	3	"3111.96"	"8.79e-02"	""	D+	M1	
Na	7	"3122"	"1.13e+06"	"2.20e-03"	C+		
Na	2	"3125.318"	"7.1e+07"	"1.5e-01"	E		
Na	2	"3126.118"	"9.72e+06"	"1.42e-02"	C		
Na	2	"3130.283"	"1.28e+08"	"3.14e-01"	A		
Na	2	"3136.387"	"7.42e+07"	"3.28e-01"	A		
Na	3	"3137.68"	"3.37e+02"	"9.95e-07"	D		
Na	2	"3138.762"	"1.41e+08"	"2.08e-01"	B+		
Na	8	"3139"	"5.16e+06"	"4.57e-03"	C		
Na	7	"3140"	"8.86e+06"	"1.31e-02"	B		
Na	7	"3143"	"3.59e+07"	"5.31e-02"	B+		
K	2	"3143.616"	"1.98e+08"	"2.93e-01"			
Na	2	"3146.611"	"4.5e+07"	"1.1e-01"	C		
Na	2	"3150.187"	"8.24e+07"	"1.23e-01"	B+		
Na	7	"3154"	"9.05e+06"	"1.35e-02"	B		
Na	4	"3156.7"	"1.35e+00"	""	C+	M1	
K	2	"3158.051"	"2.73e+07"	"6.80e-02"			
Na	4	"3158.9"	"4.53e-01"	""	C+	M1	
Na	2	"3160.442"	"6.5e+06"	"5.8e-03"	E		
Na	3	"3161.34"	"5.83e-02"	""	D+	M1	
Na	2	"3162.069"	"4.36e+06"	"2.18e-03"	C+		
Na	2	"3163.442"	"7.1e+05"	"1.8e-03"	E		
Na	2	"3164.158"	"6.1e+06"	"1.3e-02"	E		
Na	2	"3164.648"	"1.05e+08"	"1.58e-01"	B+		
Na	2	"3168.400"	"9.3e+06"	"1.4e-02"	C+		
K	2	"3172.730"	"1.09e+08"	"5.48e-02"			
Na	2	"3176.004"	"6.23e+07"	"2.83e-01"	C		
Na	8	"3180"	"3.10e+07"	"1.41e-01"	A		
Na	2	"3179.975"	"3.94e+07"	"3.58e-02"	B		
Na	7	"3181"	"5.32e+07"	"1.21e-01"	B+		
Na	2	"3185.465"	"1.1e+05"	"1.6e-04"	E		
Na	7	"3189"	"1.72e+07"	"1.31e-02"	B		
Na	2	"3189.056"	"1.9e+07"	"8.7e-02"	E		
Na	2	"3190.713"	"7.30e+07"	"1.86e-01"	B+		
K	2	"3190.963"	"3.19e+08"	"4.87e-01"			
Na	2	"3201.234"	"1.5e+06"	"2.4e-03"	E		
K	3	"3202.87"	"6.12e+07"	"9.41e-02"			
Na	8	"3204"	"8.71e+06"	"1.34e-02"	B		
Na	2	"3209.399"	"4.3e+03"	"1.1e-05"	E		
K	3	"3210.27"	"3.94e+07"	"6.09e-02"			
Na	7	"3212"	"7.30e+06"	"2.26e-02"	C		
Na	7	"3212"	"1.46e+06"	"2.26e-03"	D+		
Na	7	"3212"	"8.79e+06"	"2.04e-02"	C+		
Na	2	"3213.119"	"1.12e+08"	"1.74e-01"	A		
Na	7	"3215"	"8.39e+06"	"2.60e-02"	B		
Na	2	"3217.215"	"1.4e+07"	"3.1e-02"	C		
K	1	"3218.083"	"5.01e+04"	"1.55e-04"	B+		
K	1	"3218.549"	"4.00e+04"	"6.22e-05"	C+		
K	2	"3221.463"	"2.52e+08"	"3.92e-01"			
K	2	"3221.556"	"1.79e+08"	"3.90e-01"			
Na	4	"3224.3"	"5.12e+06"	"7.98e-03"	C+		
Na	2	"3226.910"	"1.8e+07"	"4.7e-02"	E		
Na	7	"3233"	"9.49e+05"	"2.23e-03"	C+		
Na	7	"3233"	"6.76e+04"	"1.06e-04"	D+		
Na	2	"3235.861"	"1.83e+07"	"4.79e-02"	B		
Na	4	"3242.56"	"6.13e-01"	""	B	M1	
Na	5	"3249"	"3.08e+05"	"6.49e-04"	D		
Na	5	"3249"	"9.23e+04"	"1.46e-04"	E		
Na	5	"3249"	"1.54e+04"	"1.62e-05"	E		
Na	5	"3249"	"2.15e+05"	"5.11e-04"	E		
Na	5	"3249"	"1.64e+05"	"2.60e-04"	E		
Na	5	"3249"	"5.13e+04"	"4.06e-05"	E		
Na	5	"3249"	"1.28e+05"	"4.06e-04"	E		
Na	5	"3249"	"2.57e+05"	"4.06e-04"	E		
Na	2	"3251.887"	"9.65e+06"	"1.53e-02"	C+		
K	3	"3254.91"	"1.15e+08"	"1.83e-01"			
Na	2	"3258.907"	"1.03e+08"	"1.64e-01"	B+		
K	2	"3259.654"	"2.53e+07"	"2.88e-02"			
Na	2	"3261.155"	"4.65e+07"	"2.47e-02"	B		
Na	7	"3264"	"4.01e+07"	"6.40e-02"	B+		
Na	2	"3275.163"	"4.29e+07"	"4.14e-02"	B		
K	3	"3279.73"	"1.09e+08"	"1.17e-01"			
Na	7	"3284"	"8.60e+05"	"9.27e-04"	C		
Na	2	"3286.555"	"1.10e+08"	"2.98e-01"	A		
Na	6	"3289"	"1.34e+05"	"1.55e-04"	E		
Na	6	"3289"	"7.58e+05"	"1.23e-03"	D		
K	3	"3289.99"	"1.76e+08"	"4.28e-01"			
K	2	"3291.585"	"4.72e+08"	"7.67e-01"			
Na	2	"3302.298"	"4.54e+06"	"1.24e-02"	C		
K	2	"3302.488"	"9.17e+06"	"5.00e-03"			
Na	1	"3303.3194"	"2.75e+06"	"9.00e-03"	A		
Na	1	"3303.9295"	"2.73e+06"	"4.46e-03"	B+		
Na	2	"3305.902"	"3.60e+07"	"1.77e-01"	B		
Na	2	"3318.991"	"4.14e+07"	"6.83e-02"	B		
K	3	"3323.35"	"1.52e+08"	"2.52e-01"			
Na	2	"3328.647"	"9.45e+07"	"5.23e-02"	B		
K	2	"3338.608"	"4.78e+05"	"1.33e-03"			
Na	8	"3342"	"2.04e+07"	"3.41e-02"	B		
K	2	"3357.451"	"5.88e+07"	"9.94e-02"			
K	3	"3359.39"	"1.59e+08"	"1.35e-01"			
Na	4	"3363.21"	"1.83e-01"	""	B	M1	
K	3	"3365.29"	"1.12e+08"	"3.80e-01"			
K	2	"3381.58"	"1.59e+09"	"3.82e+00"			
K	2	"3385.82"	"1.10e+09"	"3.15e+00"			
K	2	"3385.85"	"5.25e+07"	"9.02e-02"			
K	2	"3393.546"	"3.72e+07"	"4.59e-02"			
Na	2	"3401.074"	"1.24e+06"	"2.16e-03"	C+		
K	2	"3405.171"	"2.20e+08"	"6.37e-01"			
Na	7	"3406"	"9.85e+07"	"2.57e-01"	A		
Na	7	"3408"	"8.18e+07"	"2.85e-01"	A		
Na	7	"3408"	"1.64e+07"	"2.85e-02"	B+		
Na	1	"3417.05"	"1.5e+07"	"2.6e-02"	D		
Na	4	"3417.19"	"2.19e-05"	""	C+	E2	
K	3	"3421.80"	"2.76e+07"	"4.84e-02"			
K	3	"3422.79"	"6.87e+07"	"2.41e-01"			
K	2	"3428.168"	"1.72e+07"	"3.03e-02"			
Na	1	"3428.34"	"2.8e+07"	"7.4e-02"	D		
K	2	"3440.99"	"1.12e+09"	"3.31e+00"			
K	15	"3446.3"	"2.24e+02"	""		M1	
K	1	"3447.359"	"1.65e+05"	"5.89e-04"	B+		
K	1	"3448.363"	"1.45e+05"	"2.58e-04"	C+		
Na	7	"3449"	"1.34e+07"	"3.59e-02"	B+		
K	3	"3449.01"	"1.95e+07"	"3.48e-02"			
Na	7	"3458"	"2.22e+06"	"3.98e-03"	C+		
K	2	"3458.82"	"8.91e+06"	"1.60e-02"			
Na	2	"3463.485"	"3.61e+06"	"1.08e-02"	B		
K	3	"3469.31"	"2.97e+07"	"8.04e-02"			
Na	5	"3477"	"2.55e+05"	"3.47e-04"	D		
K	3	"3482.12"	"1.02e+07"	"2.78e-02"			
Na	1	"3489.90"	"4.2e+07"	"1.2e-01"	D		
Na	4	"3498.7"	"8.03e+05"	"8.84e-04"	C		
Na	1	"3503.38"	"8.8e+07"	"1.6e-01"	D		
Na	7	"3506"	"1.25e+03"	"3.46e-06"	E		
Na	1	"3511.94"	"1.15e+08"	"1.06e-01"	D		
K	3	"3514.83"	"4.35e+07"	"1.61e-01"			
Na	7	"3526"	"1.72e+04"	"3.21e-05"	D		
K	2	"3529.428"	"2.39e+07"	"2.68e-02"			
K	2	"3530.512"	"3.13e+07"	"9.75e-02"			
K	2	"3531.709"	"2.26e+08"	"1.41e-01"			
Na	2	"3534.067"	"8.81e+07"	"9.90e-02"	A		
Na	5	"3536"	"1.21e+04"	"2.27e-05"	E		
Na	5	"3536"	"2.54e+05"	"3.18e-04"	E		
K	14	"3543"	"2.22e-03"	""	C	E2	
Na	5	"3556"	"1.43e+04"	"2.03e-05"	E		
Na	5	"3556"	"2.89e+05"	"5.48e-04"	D		
K	2	"3563.17"	"6.49e+07"	"1.73e-01"			
K	2	"3587.586"	"2.52e+07"	"4.86e-02"			
K	2	"3594.23"	"3.46e+06"	"1.12e-02"			
K	2	"3609.952"	"3.64e+08"	"7.11e-01"			
Na	7	"3611"	"1.54e+04"	"3.02e-05"	D		
Na	5	"3618"	"3.32e+05"	"6.52e-04"	D		
Na	5	"3618"	"1.02e+04"	"2.66e-05"	E		
K	2	"3619.516"	"8.14e+07"	"9.59e-02"			
Na	4	"3623.6"	"7.55e+03"	"2.08e-05"	D+		
K	2	"3627.49"	"5.38e+08"	"1.77e+00"			
Na	7	"3632"	"1.69e+03"	"2.23e-06"	E		
