element	sp_num	ritz_wl_vac(A)	Aki(s^-1)	fik	Acc	Type	
Na	11	"216.901336"	"3.00e+08"	"1.59e-03"			
Na	3	"217.03886"	"1.23e+07"	"4.33e-05"	C		
Na	3	"217.11113"	"2.44e+07"	"1.72e-04"	C+		
Na	3	"217.19786"	"6.79e+06"	"7.20e-05"	C		
K	14	"217.63"	"3.38e+09"	"7.20e-02"			
Na	10	"217.637"	"2.49e+09"	"5.90e-03"	A		
Na	3	"217.68450"	"2.55e+07"	"1.81e-04"	C		
Na	3	"217.75720"	"4.92e+06"	"7.00e-05"	D		
Na	5	"218.868"	"8.68e-01"	""	E	M1	
Na	5	"218.868"	"2.65e+03"	""	E	E2	
Na	5	"219.332"	"2.74e-02"	""	E	M1	
Na	5	"219.332"	"5.90e+03"	""	D	E2	
Na	5	"219.365"	"3.93e+03"	""	D	E2	
Na	5	"219.365"	"3.14e-02"	""	E	M1	
Na	5	"219.627"	"2.79e+03"	""	D	E2	
Na	5	"219.647"	"8.37e+03"	""	D	E2	
K	13	"219.79"	"1.63e+10"	"1.18e-01"			
Na	5	"219.831"	"4.68e-01"	""	E	M1	
Na	5	"219.831"	"2.96e+03"	""	E	E2	
Na	5	"220.095"	"4.61e+02"	""	E	E2	
Na	5	"220.095"	"4.44e-02"	""	E	M1	
Na	5	"220.148"	"5.40e-02"	""	E	M1	
Na	5	"220.148"	"9.21e+02"	""	E	E2	
Na	5	"220.412"	"2.31e-01"	""	E	M1	
K	7	"220.627"	"9.16e+09"	"1.00e-01"			
Na	7	"220.67"	"9.01e+09"	"9.87e-02"	B		
Na	7	"220.70"	"1.51e+09"	"1.10e-02"	C		
K	7	"221.034"	"1.26e+10"	"1.85e-01"			
K	8	"221.28"	"2.91e+10"	"7.12e-02"			
Na	5	"221.47"	"7.85e+03"	""	D	E2	
K	7	"221.476"	"2.13e+10"	"1.57e-01"			
Na	5	"221.49"	"6.50e-06"	""	E	M1	
Na	5	"221.49"	"5.20e+03"	""	E	E2	
K	7	"221.561"	"5.00e+09"	"3.68e-02"			
K	7	"221.591"	"4.02e+09"	"2.96e-02"			
K	7	"222.122"	"2.50e+10"	"9.25e-02"			
K	7	"222.448"	"1.36e+10"	"6.73e-02"			
Na	9	"223.77"	"3.82e+10"	"5.73e-01"	A		
Na	9	"223.99"	"4.56e+10"	"5.15e-01"	A		
Na	9	"224.15"	"7.59e+09"	"5.72e-02"	A		
K	14	"224.46"	"4.00e+09"	"5.04e-02"			
Na	7	"224.75"	"5.33e+07"	"6.05e-04"	D		
Na	7	"225.39"	"8.80e+06"	"6.70e-05"	E		
K	7	"227.623"	"1.03e+10"	"8.00e-02"			
Na	7	"228.29"	"6.95e+09"	"8.14e-02"	C+		
Na	7	"228.45"	"7.43e+09"	"7.75e-02"	B		
Na	7	"229.02"	"4.91e+08"	"3.86e-03"	C		
K	7	"229.259"	"2.10e+10"	"8.27e-02"			
Na	3	"229.87026"	"2.91e+09"	"1.15e-02"	C		
Na	3	"230.59463"	"1.59e+09"	"1.27e-02"	C		
K	8	"230.66"	"6.37e+10"	"8.47e-01"			
K	8	"230.69"	"6.74e+10"	"7.53e-01"			
K	15	"230.71"	"9.01e+08"	"1.08e-02"			
K	8	"230.75"	"7.59e+10"	"7.79e-01"			
K	15	"231.04"	"3.26e+09"	"5.22e-02"			
K	14	"231.07"	"3.69e+09"	"4.14e-02"			
K	14	"231.30"	"1.84e+10"	"1.48e-01"			
K	15	"231.54"	"7.18e+09"	"5.77e-02"			
K	15	"232.36"	"5.61e+09"	"4.54e-02"			
K	15	"233.20"	"1.74e+09"	"9.46e-03"			
Na	9	"234.32"	"2.85e+08"	"2.35e-03"	B+		
Na	9	"234.43"	"2.57e+09"	"1.41e-02"	A		
Na	9	"234.50"	"2.84e+09"	"1.17e-02"	A		
Na	7	"234.61"	"9.82e+07"	"1.62e-03"	D		
Na	9	"235.31"	"6.36e+09"	"5.28e-02"	A		
Na	7	"235.38"	"1.94e+07"	"1.61e-04"	E		
Na	7	"235.38"	"1.16e+08"	"1.45e-03"	D		
Na	9	"235.73"	"1.27e+10"	"5.27e-02"	A		
Na	7	"235.74"	"2.03e+08"	"1.69e-03"	D+		
K	16	"235.86"	"2.45e+09"	"3.41e-02"			
Na	7	"236.00"	"8.10e+07"	"3.38e-04"	E		
Na	7	"236.39"	"6.84e+08"	"8.60e-03"	C		
Na	8	"236.50"	"1.03e+09"	"1.44e-02"	D+		
Na	8	"236.74"	"2.50e+09"	"3.50e-02"	C		
Na	7	"237.17"	"7.26e+08"	"8.16e-03"	C		
Na	7	"237.17"	"4.84e+07"	"4.08e-04"	D		
Na	8	"237.71"	"7.40e+09"	"6.27e-02"	C+		
K	16	"239.26"	"1.72e+10"	"4.92e-02"			
K	16	"239.99"	"3.08e+09"	"7.98e-02"			
K	15	"240.10"	"3.41e+09"	"4.42e-02"			
Na	8	"240.65"	"8.57e+09"	"1.24e-01"	C+		
Na	8	"240.91"	"1.14e+10"	"1.39e-01"	C+		
Na	8	"241.66"	"2.82e+09"	"2.47e-02"	C		
Na	5	"242.626"	"1.57e+00"	""	E	M1	
Na	5	"242.626"	"6.29e+03"	""	D+	E2	
Na	5	"242.626"	"6.98e-02"	""	E	M1	
Na	5	"242.626"	"2.35e+03"	""	E	E2	
Na	5	"242.647"	"3.06e-01"	""	E	M1	
Na	5	"242.647"	"1.56e+03"	""	E	E2	
Na	5	"242.647"	"5.20e-02"	""	E	M1	
Na	5	"242.647"	"5.52e+03"	""	D	E2	
Na	7	"242.70"	"1.37e+09"	"1.61e-02"	C		
Na	7	"243.32"	"1.27e+09"	"1.69e-02"	C		
Na	7	"243.39"	"9.03e+07"	"8.02e-04"	D		
Na	8	"243.54"	"1.04e+10"	"2.77e-01"	C		
Na	8	"243.83"	"3.69e+09"	"3.29e-02"	C		
K	16	"245.29"	"2.15e+09"	"1.94e-02"			
Na	8	"246.35"	"6.12e+09"	"5.57e-02"	C		
Na	7	"247.85"	"2.89e+06"	"3.99e-05"	E		
Na	7	"247.92"	"4.05e+07"	"3.73e-04"	D		
K	16	"248.50"	"5.94e+09"	"5.50e-02"			
Na	8	"249.05"	"9.42e+09"	"1.46e-01"	C+		
Na	3	"250.51210"	"6.10e+08"	"5.74e-03"	B+		
Na	3	"250.51687"	"4.49e+09"	"6.33e-02"	B+		
Na	3	"251.37265"	"3.87e+09"	"7.33e-02"	B+		
Na	7	"251.82"	"4.53e+07"	"4.31e-04"	D		
Na	7	"251.82"	"3.36e+06"	"4.79e-05"	E		
Na	8	"252.60"	"1.64e+08"	"1.57e-03"	E		
Na	7	"252.62"	"5.00e+06"	"3.19e-05"	E		
Na	7	"252.62"	"4.66e+07"	"4.46e-04"	D		
Na	8	"252.69"	"2.51e+10"	"4.00e-01"	B		
Na	8	"252.78"	"6.58e+06"	"1.05e-04"	E		
Na	9	"252.82"	"1.65e+09"	"3.17e-02"	B+		
Na	9	"252.82"	"1.65e+09"	"1.58e-02"	B		
Na	10	"252.958"	"4.24e+09"	"4.07e-02"	A		
Na	10	"252.958"	"4.25e+09"	"1.36e-02"	A		
Na	10	"252.958"	"4.25e+09"	"6.79e-02"	A		
Na	8	"253.15"	"4.89e+08"	"2.82e-03"	D		
Na	8	"253.32"	"9.77e+07"	"9.40e-04"	E		
Na	8	"253.43"	"2.27e+10"	"3.64e-01"	B		
K	16	"253.68"	"7.80e+09"	"2.51e-02"			
Na	8	"254.28"	"7.88e+08"	"1.07e-02"	D+		
Na	8	"254.37"	"5.40e+08"	"3.74e-03"	D		
Na	7	"255.28"	"6.69e+08"	"3.27e-03"	D+		
Na	7	"255.28"	"6.70e+07"	"6.55e-04"	D		
Na	8	"255.33"	"6.18e+09"	"6.04e-02"	C+		
K	15	"255.75"	"7.45e+09"	"7.31e-02"			
Na	7	"256.11"	"5.96e+08"	"3.91e-03"	C		
K	8	"256.22"	"5.60e+10"	"7.72e-01"			
K	6	"256.829"	"3.75e+09"	"6.18e-02"			
K	6	"257.655"	"4.78e+09"	"1.43e-01"			
K	6	"258.019"	"1.10e+10"	"1.10e-01"			
Na	10	"258.052"	"4.21e+09"	"1.26e-01"	A		
Na	10	"258.311"	"4.80e+09"	"1.44e-01"	A		
Na	8	"258.35"	"1.09e+10"	"1.09e-01"	C+		
Na	10	"258.359"	"3.59e+09"	"3.59e-02"	A		
Na	10	"258.359"	"6.48e+09"	"1.08e-01"	A		
K	6	"258.409"	"3.46e+09"	"3.46e-02"			
Na	10	"258.559"	"2.15e+09"	"2.15e-02"	A		
Na	10	"258.559"	"2.38e+08"	"1.43e-03"	A		
Na	10	"258.559"	"8.55e+09"	"1.20e-01"	A		
K	15	"258.66"	"7.83e+09"	"7.85e-02"			
K	6	"258.873"	"1.46e+10"	"4.89e-02"			
K	16	"258.99"	"3.03e+09"	"1.83e-02"			
Na	7	"259.44"	"1.09e+07"	"1.10e-04"	E		
Na	7	"259.44"	"6.56e+07"	"9.93e-04"	D		
Na	7	"259.44"	"5.45e+07"	"1.10e-03"	D		
K	6	"259.613"	"6.11e+09"	"3.70e-02"			
K	9	"259.863"	"1.9e+09"	"1.9e-02"	D		
K	9	"260.035"	"1.03e+10"	"6.96e-02"			
K	9	"260.828"	"1.16e+10"	"5.92e-02"			
Na	8	"261.17"	"1.18e+10"	"1.21e-01"	C+		
Na	8	"261.36"	"1.18e+10"	"2.02e-01"	C+		
Na	10	"261.372"	"4.88e+08"	"1.50e-02"	A		
Na	10	"261.421"	"1.46e+09"	"1.50e-02"	A		
Na	10	"261.626"	"2.44e+09"	"1.50e-02"	A		
Na	10	"262.131"	"9.00e+08"	"5.56e-03"	A		
Na	9	"262.66"	"2.94e+09"	"6.08e-02"	B+		
Na	9	"262.88"	"3.51e+09"	"5.46e-02"	B+		
Na	9	"262.89"	"5.86e+08"	"6.07e-03"	B		
Na	7	"263.12"	"1.18e+08"	"1.22e-03"	D		
Na	7	"263.12"	"5.90e+07"	"3.06e-04"	E		
Na	7	"263.12"	"1.47e+08"	"1.53e-03"	D+		
Na	7	"263.12"	"2.94e+07"	"6.11e-04"	E		
Na	10	"263.333"	"2.72e+08"	"2.83e-03"	A		
Na	10	"263.333"	"8.18e+08"	"5.10e-03"	A		
Na	10	"263.333"	"1.64e+08"	"1.70e-03"	A		
Na	10	"263.333"	"9.16e+08"	"6.80e-03"	A		
Na	10	"263.333"	"1.09e+07"	"1.89e-04"	A		
Na	10	"263.333"	"1.09e+09"	"3.78e-03"	A		
Na	10	"263.335"	"8.66e+09"	"1.50e-01"	A		
Na	10	"264.601"	"4.14e+09"	"1.45e-02"	A		
Na	6	"266.250"	"2.52e+05"	"1.61e-06"	D		
K	6	"266.353"	"2.18e+10"	"1.39e-01"			
Na	8	"266.35"	"2.30e+09"	"2.45e-02"	C		
Na	8	"266.55"	"2.30e+09"	"4.08e-02"	C		
Na	6	"266.729"	"3.76e+05"	"1.34e-06"	D		
Na	3	"266.89448"	"3.90e+09"	"2.08e-02"	B+		
Na	8	"267.01"	"3.82e+09"	"2.45e-02"	C		
Na	6	"267.189"	"5.76e+05"	"6.18e-06"	D		
Na	8	"267.21"	"6.85e+09"	"7.33e-02"	C+		
Na	5	"267.419"	"5.46e+05"	"2.92e-06"	C		
Na	7	"267.50"	"6.43e+08"	"4.60e-03"	C		
Na	7	"267.50"	"3.06e+07"	"3.28e-04"	D		
Na	9	"267.64"	"4.28e+08"	"2.30e-03"	B		
Na	9	"267.64"	"4.28e+07"	"4.60e-04"	C+		
Na	3	"267.64280"	"9.67e+09"	"1.04e-01"	B+		
Na	9	"267.87"	"3.85e+08"	"2.76e-03"	B		
Na	3	"267.87147"	"7.56e+09"	"8.13e-02"	B+		
Na	8	"268.27"	"2.16e+10"	"3.26e-01"	B		
Na	5	"268.281"	"1.80e+06"	"1.94e-05"	C		
Na	7	"268.46"	"6.06e+08"	"4.91e-03"	C		
Na	3	"268.62529"	"1.77e+09"	"3.84e-02"	B+		
Na	8	"271.35"	"5.62e+08"	"3.72e-03"	D		
Na	3	"272.07170"	"1.27e+06"	"7.05e-06"	D		
Na	7	"272.12"	"4.17e+07"	"6.95e-04"	D		
Na	7	"272.12"	"9.94e+06"	"5.52e-05"	E		
Na	7	"272.12"	"3.18e+07"	"3.53e-04"	D		
Na	3	"272.44938"	"3.37e+07"	"3.75e-04"	C		
Na	7	"272.81"	"8.84e+07"	"1.48e-03"	D+		
Na	7	"272.81"	"1.47e+07"	"1.64e-04"	E		
Na	3	"273.08704"	"1.46e+07"	"1.63e-04"	D+		
Na	3	"273.10882"	"2.04e+06"	"3.42e-05"	D+		
Na	7	"273.25"	"2.95e+06"	"2.20e-05"	E		
Na	7	"273.25"	"1.77e+07"	"1.98e-04"	E		
Na	7	"273.25"	"5.89e+07"	"8.79e-04"	D		
Na	7	"273.38"	"7.32e+07"	"1.64e-03"	D		
Na	3	"273.46754"	"3.46e+06"	"7.75e-05"	D+		
Na	8	"274.51"	"2.27e+10"	"3.59e-01"	B		
Na	7	"275.03"	"5.42e+09"	"1.23e-01"	C+		
Na	7	"275.03"	"1.08e+09"	"1.23e-02"	C		
Na	7	"275.03"	"6.53e+09"	"1.11e-01"	B		
Na	8	"275.08"	"1.28e+08"	"1.45e-03"	E		
Na	8	"275.08"	"2.56e+07"	"4.84e-04"	E		
Na	8	"275.23"	"1.19e+08"	"1.35e-03"	E		
Na	8	"275.23"	"4.26e+07"	"2.90e-04"	E		
Na	8	"275.23"	"1.90e+07"	"3.02e-04"	E		
Na	8	"275.79"	"1.23e+10"	"4.68e-02"	C		
Na	8	"275.79"	"1.51e+08"	"1.72e-03"	D		
Na	8	"275.79"	"2.64e+07"	"2.15e-04"	E		
Na	8	"276.55"	"1.03e+10"	"3.56e-01"	C+		
Na	7	"276.89"	"1.84e+08"	"2.11e-03"	D+		
Na	7	"276.89"	"7.34e+07"	"4.22e-04"	D		
Na	7	"277.47"	"1.46e+08"	"1.68e-03"	D		
Na	7	"277.47"	"3.65e+07"	"8.42e-04"	D		
Na	7	"279.10"	"1.29e+08"	"3.01e-03"	D+		
Na	8	"279.80"	"5.79e+09"	"2.04e-01"	C		
Na	7	"280.14"	"1.53e+08"	"2.70e-03"	D+		
Na	7	"280.19"	"2.55e+07"	"3.00e-04"	E		
Na	4	"280.202"	"5.55e+06"	"3.92e-05"	E		
Na	4	"280.228"	"5.15e+07"	"6.07e-04"	D		
Na	4	"280.247"	"2.04e+08"	"3.36e-03"	D+		
Na	8	"280.36"	"1.39e+09"	"2.30e-02"	C		
Na	8	"280.36"	"3.49e+08"	"4.11e-03"	D		
Na	8	"280.36"	"3.88e+07"	"2.74e-04"	E		
Na	7	"280.84"	"3.84e+09"	"4.54e-02"	C+		
Na	7	"280.84"	"5.04e+09"	"8.94e-02"	B		
Na	8	"280.87"	"1.04e+09"	"2.05e-02"	D+		
Na	8	"280.87"	"5.78e+08"	"6.83e-03"	D		
Na	4	"280.994"	"8.66e+07"	"1.03e-03"	D		
Na	4	"281.020"	"1.52e+08"	"3.00e-03"	D+		
Na	8	"281.14"	"7.68e+08"	"2.73e-02"	D+		
Na	4	"281.429"	"1.14e+08"	"4.07e-03"	D		
Na	7	"281.59"	"2.94e+09"	"6.98e-02"	C+		
Na	7	"281.59"	"2.94e+09"	"3.49e-02"	C		
Na	6	"281.75"	"3.32e+09"	"5.53e-02"	D+		
Na	7	"282.05"	"7.11e+09"	"1.13e-01"	B		
Na	7	"282.05"	"3.56e+08"	"2.83e-03"	D+		
Na	7	"282.05"	"2.13e+09"	"2.54e-02"	C+		
Na	5	"283.211"	"8.90e+04"	"5.35e-07"	E		
Na	8	"283.29"	"7.98e+09"	"9.60e-02"	C+		
K	14	"283.78"	"4.15e+09"	"8.34e-02"			
Na	5	"283.648"	"3.83e+05"	"4.62e-06"	D		
Na	5	"283.687"	"1.45e+06"	"1.16e-05"	D+		
Na	7	"284.11"	"1.41e+06"	"1.71e-05"	E		
Na	7	"284.11"	"2.97e+07"	"2.40e-04"	D		
Na	5	"284.523"	"3.48e+05"	"4.22e-06"	D		
K	6	"284.851"	"3.34e+09"	"1.22e-01"			
Na	5	"284.964"	"8.83e+04"	"2.15e-06"	D		
Na	5	"285.095"	"1.01e+06"	"6.12e-06"	C		
Na	7	"285.18"	"2.80e+07"	"2.56e-04"	D		
Na	6	"285.454"	"9.64e+04"	"3.53e-06"	E		
Na	7	"285.620"	"1.68e+04"	"4.12e-07"	E		
Na	6	"286.021"	"9.05e+06"	"1.11e-04"	C		
Na	7	"286.219"	"7.65e+05"	"9.40e-06"	C+		
Na	7	"286.63"	"4.83e+09"	"1.19e-01"	C+		
Na	7	"286.75"	"5.79e+09"	"1.07e-01"	B		
Na	6	"286.974"	"6.23e+05"	"4.62e-06"	D		
Na	7	"287.098"	"2.72e+05"	"2.24e-06"	C		
Na	7	"287.59"	"2.81e+09"	"3.49e-02"	C		
Na	7	"287.79"	"9.58e+08"	"1.19e-02"	C		
Na	7	"288.10"	"1.40e+09"	"8.71e-03"	C		
Na	7	"288.18"	"6.99e+08"	"1.74e-02"	C		
Na	7	"288.70"	"3.47e+09"	"4.34e-02"	C+		
Na	7	"290.11"	"3.79e+08"	"7.18e-03"	C		
Na	7	"290.11"	"6.32e+07"	"7.97e-04"	D		
Na	8	"290.66"	"1.92e+09"	"1.46e-02"	C		
Na	7	"290.75"	"3.14e+08"	"7.96e-03"	D+		
Na	4	"290.9616"	"1.31e+07"	"9.98e-05"	C		
Na	4	"291.9012"	"2.34e+05"	"2.98e-06"	D		
Na	4	"292.3019"	"4.19e+05"	"1.61e-05"	D+		
Na	7	"292.47"	"6.08e+08"	"1.04e-02"	C		
K	5	"293.052"	"3.54e+09"	"4.56e-02"			
Na	7	"293.13"	"5.64e+08"	"1.09e-02"	C		
K	5	"293.329"	"6.37e+09"	"4.11e-02"			
Na	7	"293.42"	"4.01e+07"	"5.18e-04"	D		
Na	7	"294.16"	"4.89e+08"	"1.27e-02"	C		
Na	7	"294.56"	"1.95e+09"	"2.54e-02"	C		
K	5	"294.836"	"4.78e+09"	"9.34e-02"			
Na	6	"295.36"	"1.37e+09"	"2.50e-02"	D		
Na	6	"295.36"	"2.40e+08"	"3.14e-03"	E		
Na	7	"295.38"	"2.42e+09"	"3.17e-02"	C+		
Na	7	"295.78"	"9.65e+08"	"6.33e-03"	C		
Na	6	"296.00"	"6.71e+06"	"6.30e-05"	E		
Na	6	"296.00"	"1.53e+09"	"2.58e-02"	D		
Na	6	"296.00"	"1.70e+08"	"2.23e-03"	E		
Na	6	"296.005"	"1.96e+06"	"8.59e-06"	D		
Na	5	"296.03"	"3.20e+08"	"8.42e-03"	E		
Na	8	"296.09"	"1.83e+07"	"4.01e-04"	E		
K	5	"296.169"	"4.71e+09"	"6.19e-02"			
Na	8	"296.26"	"2.74e+08"	"3.61e-03"	D		
Na	5	"296.60"	"6.37e+08"	"8.40e-03"	D		
Na	10	"296.746"	"5.23e+08"	"1.15e-02"	A		
Na	10	"296.746"	"5.23e+08"	"6.91e-03"	A		
Na	10	"296.746"	"5.23e+08"	"2.30e-03"	A		
Na	8	"296.91"	"1.53e+09"	"1.44e-02"	C		
K	5	"297.064"	"4.68e+09"	"3.10e-02"			
Na	7	"297.07"	"1.18e+10"	"2.34e-01"	B+		
Na	5	"297.46"	"9.48e+08"	"8.38e-03"	D		
Na	2	"300.153"	"1.2e+09"	"4.8e-02"	D		
Na	2	"300.203"	"4.0e+08"	"1.6e-02"	D		
K	5	"300.266"	"6.13e+09"	"8.28e-02"			
K	5	"300.515"	"6.46e+09"	"8.75e-02"			
Na	10	"300.79"	"5.23e+08"	"2.13e-02"	A		
Na	7	"301.01"	"3.24e+06"	"6.60e-05"	E		
Na	7	"301.01"	"4.37e+07"	"5.94e-04"	D		
Na	7	"301.11"	"4.53e+07"	"6.16e-04"	D		
Na	7	"301.11"	"4.86e+06"	"4.40e-05"	E		
Na	8	"301.25"	"4.40e+07"	"8.39e-04"	E		
Na	2	"301.319"	"3.62e+08"	"1.48e-02"	D		
Na	2	"301.436"	"3.3e+09"	"1.4e-01"	D+		
Na	10	"301.74"	"6.72e+07"	"2.75e-03"	A		
Na	10	"301.78"	"2.01e+08"	"2.75e-03"	A		
Na	8	"301.92"	"3.49e+08"	"4.77e-03"	D+		
Na	10	"301.92"	"3.35e+08"	"2.75e-03"	A		
Na	8	"302.21"	"1.62e+08"	"2.22e-03"	D		
Na	8	"302.23"	"5.87e+07"	"1.34e-03"	E		
Na	8	"302.42"	"2.72e+08"	"3.73e-03"	D		
Na	2	"302.447"	"5.95e+07"	"2.45e-03"	B		
Na	8	"302.80"	"5.37e+07"	"1.23e-03"	E		
Na	8	"303.09"	"6.06e+07"	"5.96e-04"	E		
Na	7	"303.15"	"2.54e+08"	"2.62e-03"	C		
Na	7	"303.59"	"4.02e+08"	"1.11e-02"	C		
Na	10	"303.63"	"1.43e+08"	"1.19e-03"	A		
Na	9	"303.66"	"2.55e+09"	"7.04e-02"	A		
Na	9	"303.66"	"2.55e+09"	"3.52e-02"	A		
Na	10	"303.85"	"1.70e+06"	"3.93e-05"	A		
Na	10	"303.85"	"1.43e+08"	"1.41e-03"	A		
Na	10	"303.85"	"2.55e+07"	"3.53e-04"	A		
Na	10	"303.85"	"1.28e+08"	"1.06e-03"	A		
Na	10	"303.85"	"4.26e+07"	"5.89e-04"	A		
Na	10	"303.85"	"1.70e+08"	"7.85e-04"	A		
Na	7	"304.03"	"1.59e+09"	"2.21e-02"	C		
Na	4	"304.077"	"3.56e+07"	"6.91e-04"	D		
Na	4	"304.218"	"7.69e+06"	"1.07e-04"	E		
Na	4	"304.231"	"8.76e+05"	"7.30e-06"	E		
Na	10	"304.68"	"5.76e+08"	"2.67e-03"	A		
Na	7	"304.89"	"1.97e+09"	"2.75e-02"	C+		
Na	4	"305.151"	"2.54e+07"	"5.92e-04"	D		
Na	4	"305.165"	"1.15e+07"	"1.61e-04"	E		
Na	7	"305.32"	"7.86e+08"	"5.49e-03"	C		
Na	7	"305.43"	"1.52e+10"	"3.19e-01"	B+		
Na	7	"305.45"	"2.53e+09"	"3.54e-02"	C+		
Na	4	"305.679"	"1.77e+07"	"7.44e-04"	E		
Na	7	"306.62"	"1.22e+10"	"2.57e-01"	B+		
Na	4	"306.6211"	"2.51e+06"	"1.18e-05"	D		
Na	7	"306.94"	"8.64e+08"	"1.22e-02"	C		
Na	7	"306.94"	"1.30e+10"	"2.45e-01"	B+		
Na	8	"307.08"	"2.83e+09"	"2.40e-02"	C		
Na	5	"307.157"	"2.10e+10"	"1.48e-01"	A		
Na	8	"307.40"	"7.97e+08"	"1.58e-02"	C		
Na	5	"308.260"	"1.96e+10"	"1.86e-01"	A		
Na	5	"308.295"	"2.46e+09"	"3.51e-02"	B+		
Na	7	"308.56"	"2.87e+09"	"2.73e-02"	C+		
Na	8	"308.61"	"1.96e+08"	"2.80e-03"	D		
Na	7	"309.07"	"8.24e+08"	"1.77e-02"	C		
Na	7	"309.13"	"4.43e+09"	"6.35e-02"	B		
Na	8	"309.23"	"5.86e+08"	"1.40e-02"	D+		
Na	7	"309.87"	"1.37e+08"	"1.97e-03"	D+		
Na	7	"309.96"	"1.67e+07"	"2.40e-04"	E		
Na	7	"310.24"	"4.16e+07"	"1.20e-03"	D		
Na	7	"310.67"	"8.28e+07"	"5.99e-04"	D		
Na	7	"310.95"	"1.32e+07"	"1.92e-04"	E		
K	5	"311.245"	"1.00e+10"	"9.68e-02"			
Na	7	"311.46"	"2.96e+07"	"6.46e-04"	D		
Na	6	"311.926"	"2.79e+09"	"1.22e-01"	A		
Na	7	"312.24"	"4.40e+07"	"4.29e-04"	D		
Na	6	"312.603"	"8.37e+09"	"1.23e-01"	A		
Na	8	"312.65"	"2.26e+09"	"2.37e-02"	C		
Na	7	"312.74"	"4.08e+08"	"2.99e-03"	D+		
Na	7	"312.75"	"6.82e+07"	"1.00e-03"	D+		
K	5	"312.766"	"1.16e+10"	"8.51e-02"			
Na	7	"313.45"	"4.05e+07"	"5.96e-04"	D		
Na	6	"313.742"	"1.40e+10"	"1.24e-01"	A		
Na	7	"314.83"	"3.59e+08"	"3.56e-03"	C		
Na	7	"314.86"	"8.83e+08"	"1.75e-02"	C+		
K	5	"315.167"	"1.44e+09"	"4.29e-02"			
Na	7	"315.22"	"8.23e+08"	"1.84e-02"	C		
Na	8	"315.31"	"3.36e+08"	"8.34e-03"	D+		
Na	7	"315.34"	"5.87e+07"	"8.75e-04"	D+		
K	5	"315.525"	"1.77e+09"	"3.96e-02"			
Na	7	"315.68"	"1.24e+10"	"2.78e-01"	B+		
Na	7	"315.91"	"1.33e+10"	"2.65e-01"	B+		
Na	7	"317.08"	"8.76e+08"	"1.32e-02"	C+		
Na	9	"317.51"	"4.70e+09"	"1.42e-01"	A		
Na	6	"317.641"	"1.57e+10"	"1.43e-01"	A		
Na	9	"317.68"	"5.60e+09"	"1.27e-01"	A		
Na	9	"317.84"	"9.31e+08"	"1.41e-02"	A		
Na	8	"318.56"	"8.16e+08"	"2.07e-02"	C		
Na	4	"319.372"	"9.80e-03"	""	D	M1	
Na	4	"319.372"	"4.18e-01"	""	D+	E2	
Na	4	"319.6438"	"2.52e+10"	"2.32e-01"	B+		
Na	4	"320.402"	"5.64e-03"	""	D	M1	
Na	4	"320.402"	"1.01e+00"	""	C	E2	
Na	5	"320.82"	"9.55e+02"	""	D	E2	
Na	5	"320.82"	"3.87e+00"	""	E	M1	
Na	6	"320.903"	"3.07e+05"	"7.89e-06"	D		
Na	4	"320.968"	"7.94e-03"	""	D	M1	
Na	10	"321.44"	"7.17e+08"	"1.11e-02"	A		
Na	10	"321.44"	"7.17e+08"	"3.70e-03"	A		
Na	10	"321.44"	"7.17e+08"	"1.85e-02"	A		
Na	5	"322.05"	"1.88e+03"	""	D	E2	
Na	5	"322.05"	"5.17e-01"	""	E	M1	
Na	5	"322.06"	"1.44e-01"	""	E	M1	
Na	5	"322.06"	"9.32e+02"	""	D	E2	
Na	6	"322.104"	"5.89e+06"	"9.16e-05"	C		
Na	5	"323.31"	"1.96e-01"	""	E	M1	
Na	7	"323.34"	"2.85e+08"	"6.70e-03"	C		
Na	8	"324.51"	"2.09e+08"	"4.61e-03"	D+		
Na	7	"324.81"	"3.94e+09"	"6.23e-02"	B		
Na	9	"325.29"	"7.49e+08"	"5.94e-03"	B+		
Na	9	"325.29"	"7.50e+07"	"1.19e-03"	B+		
Na	9	"325.63"	"6.72e+08"	"7.12e-03"	A		
Na	10	"326.00"	"7.15e+08"	"3.42e-02"	A		
Na	4	"326.260"	"4.45e-03"	""	D	M1	
Na	4	"326.260"	"4.01e+02"	""	C+	E2	
Na	4	"326.290"	"1.29e+03"	""	C+	E2	
Na	4	"326.291"	"9.33e+02"	""	B	E2	
Na	4	"326.291"	"8.24e-04"	""	E	M1	
K	17	"326.78"	"1.73e+09"	"5.54e-02"			
Na	7	"326.83"	"8.93e+09"	"1.43e-01"	B		
Na	7	"327.02"	"3.68e+08"	"1.18e-02"	C		
K	5	"327.030"	"1.16e+09"	"3.72e-02"			
Na	4	"327.334"	"9.47e-06"	""	E	M1	
Na	4	"327.334"	"5.91e+02"	""	B	E2	
Na	4	"327.364"	"2.23e-03"	""	E	M1	
Na	4	"327.365"	"3.55e+02"	""	C+	E2	
Na	4	"327.365"	"1.80e-03"	""	D	M1	
K	5	"327.375"	"4.56e+09"	"7.33e-02"			
Na	7	"327.47"	"8.87e+09"	"2.14e-01"	B+		
Na	10	"327.56"	"9.43e+07"	"4.55e-03"	A		
Na	10	"327.59"	"2.83e+08"	"4.55e-03"	A		
Na	7	"327.69"	"1.83e+09"	"2.95e-02"	C+		
Na	10	"327.76"	"4.71e+08"	"4.55e-03"	A		
